,0,p_value
1448457326,0.050984306,0.149421984
1448457341,0.07631456,0.049051167
1448457356,0.167264996,0.005984528
1448457371,0.253322437,0.002258
1448457386,0.181302849,0.00546478
1448457401,0.081010125,0.177576098
1448457416,0.067111818,0.153982125
1448457431,0.057241387,0.099766696
1448457446,0.048730334,0.129485884
1448457461,0.06463149,0.09900545
1448457476,0.068076702,0.21559729
1448457491,0.046437535,0.334746359
1448457506,0.045849046,0.398300627
1448457521,0.042604775,0.35292686
1448457536,0.031288825,0.270898591
1448457551,0.040707587,0.197714336
1448457566,0.054648426,0.167275124
1448457581,0.06598624,0.089246124
1448457596,0.101193997,0.02111704
1448457611,0.125242607,0.010228863
1448457626,0.115194172,0.003985864
1448457641,0.118006862,0.025734236
1448457656,0.100834369,0.070340313
1448457671,0.067044849,0.112092961
1448457686,0.045728139,0.196056441
1448457701,0.048830365,0.068097081
1448457716,0.068071444,0.057057463
1448457731,0.054800074,0.092777931
1448457746,0.031761138,0.377317744
1448457761,0.026459507,0.368221299
1448457776,0.035875737,0.378890187
1448457791,0.041143742,0.325471267
1448457806,0.088251223,0.214330213
1448457821,0.128355657,0.321225636
1448457836,0.097523794,0.07582203
1448457851,0.080113213,0.102027161
1448457866,0.075130928,0.149611991
1448457881,0.064076657,0.038780745
1448457896,0.061607179,0.089254508
1448457911,0.038529571,0.237776873
1448457926,0.028682877,0.375082868
1448457941,0.059381522,0.100838844
1448457956,0.096758279,0.098429976
1448457971,0.123588786,0.291706739
1448457986,0.096843358,0.329629428
1448458001,0.059718193,0.391803121
1448458016,0.055056073,0.249625493
1448458031,0.046557464,0.222894887
1448458046,0.076675267,0.253652018
1448458061,0.114024905,0.219906288
1448458076,0.088783451,0.196341383
1448458091,0.065512511,0.258742433
1448458106,0.108964894,0.112133576
1448458121,0.164899308,0.034882414
1448458136,0.159116468,0.026039562
1448458151,0.110448991,0.134009838
1448458166,0.074011024,0.331964062
1448458181,0.067561158,0.22049967
1448458196,0.092791157,0.020701167
1448458211,0.10633452,0.079815693
1448458226,0.111184771,0.279582784
1448458241,0.143875348,0.237518464
1448458256,0.135256407,0.25618233
1448458271,0.069145168,0.313600467
1448458286,0.026571878,0.255668543
1448458301,0.044494019,0.221574681
1448458316,0.068497217,0.260532125
1448458331,0.074328905,0.255100897
1448458346,0.059226323,0.37815051
1448458361,0.054509047,0.3463429
1448458376,0.068337551,0.262752868
1448458391,0.078302732,0.195858871
1448458406,0.071053654,0.304714069
1448458421,0.054767877,0.313552395
1448458436,0.045138894,0.346251497
1448458451,0.050231428,0.152653155
1448458466,0.085078186,0.101501856
1448458481,0.083685239,0.1881077
1448458496,0.059717271,0.279680209
1448458511,0.084007895,0.162610436
1448458526,0.120618168,0.041414732
1448458541,0.143232485,0.015897069
1448458556,0.12462387,0.010996795
1448458571,0.088822262,0.06016838
1448458586,0.070717207,0.16822895
1448458601,0.053470635,0.11821401
1448458616,0.05707232,0.24133391
1448458631,0.056448578,0.100721962
1448458646,0.103625785,0.024042333
1448458661,0.199502533,0.022406981
1448458676,0.191147773,0.018073461
1448458691,0.140974329,0.006183828
1448458706,0.099844912,0.070508331
1448458721,0.037881438,0.227689117
1448458736,0.019467168,0.362013844
1448458751,0.04771949,0.343421577
1448458766,0.07401739,0.391061257
1448458781,0.051163672,0.328267105
1448458796,0.035829013,0.265990021
1448458811,0.051238712,0.161376596
1448458826,0.082165962,0.109531718
1448458841,0.109093358,0.194245327
1448458856,0.081314208,0.182137139
1448458871,0.068110016,0.105060233
1448458886,0.126959446,0.0410426
1448458901,0.193988475,0.014067306
1448458916,0.175986669,0.00626677
1448458931,0.091841275,0.008830158
1448458946,0.039185654,0.224834463
1448458961,0.040475556,0.312316507
1448458976,0.053647523,0.224996874
1448458991,0.045899533,0.19862129
1448459006,0.024973587,0.347473759
1448459021,0.042010553,0.186579153
1448459036,0.083637812,0.139750502
1448459051,0.104814972,0.092995131
1448459066,0.105413608,0.072004152
1448459081,0.084732517,0.09983226
1448459096,0.074974905,0.226685349
1448459111,0.053584202,0.251448377
1448459126,0.043599658,0.116385887
1448459141,0.050441863,0.215674144
1448459156,0.036806523,0.236366426
1448459171,0.066310587,0.264147139
1448459186,0.140992975,0.113780697
1448459201,0.181726932,0.100684096
1448459216,0.132814798,0.136242429
1448459231,0.077820145,0.058991321
1448459246,0.087979223,0.191644233
1448459261,0.096096806,0.181885494
1448459276,0.069008454,0.272388301
1448459291,0.043662522,0.213099507
1448459306,0.053176141,0.280473326
1448459321,0.079440493,0.279703857
1448459336,0.063352882,0.258305916
1448459351,0.030218683,0.22128818
1448459366,0.046429297,0.29944582
1448459381,0.040146701,0.286207996
1448459396,0.049191116,0.195948898
1448459411,0.129334744,0.047583549
1448459426,0.223038765,0.014284503
1448459441,0.277991001,0.015902682
1448459456,0.229960459,0.004446649
1448459471,0.142721188,0.010931211
1448459486,0.079836181,0.073584399
1448459501,0.0558182,0.067038024
1448459516,0.061226203,0.199746206
1448459531,0.051721684,0.169884047
1448459546,0.042180138,0.306864987
1448459561,0.036658775,0.38641185
1448459576,0.046834958,0.400082355
1448459591,0.068203463,0.399127516
1448459606,0.04813471,0.421625286
1448459621,0.021172342,0.421930663
1448459636,0.02632589,0.426178935
1448459651,0.032830161,0.419823925
1448459666,0.032841408,0.393566307
1448459681,0.053605895,0.342338923
1448459696,0.087083365,0.199918112
1448459711,0.123369327,0.042006573
1448459726,0.158485126,0.026693665
1448459741,0.168636929,0.006356888
1448459756,0.182072373,0.039108446
1448459771,0.171025377,0.018080296
1448459786,0.144045023,0.007306505
1448459801,0.146936747,0.026034756
1448459816,0.116576645,0.044544586
1448459831,0.050107714,0.185816486
1448459846,0.02378545,0.353395458
1448459861,0.025815252,0.402063852
1448459876,0.03449844,0.282980186
1448459891,0.072628985,0.220723003
1448459906,0.09536563,0.312460158
1448459921,0.107033812,0.064637488
1448459936,0.13383678,0.005496207
1448459951,0.143932135,0.000156178
1448459966,0.164330264,0.002393938
1448459981,0.353540658,0.00064727
1448459996,0.412799939,0.000187686
1448460011,0.23183838,0.000772683
1448460026,0.141089367,0.028832381
1448460041,0.156925235,0.091665728
1448460056,0.269907402,0.028190832
1448460071,0.38045229,0.037121836
1448460086,0.280880021,0.060340005
1448460101,0.11925918,0.383061813
1448460116,8.69E-18,0.030097383
