,0,p_value,relevant,trigger
1448363833,0.10103139897099536,0.09499107384289296,,开始; 1. Performance begins; 
1448363848,0.11727883921459993,0.12527022063729956,,
1448363863,0.15498976010544238,0.11579630796247195,,
1448363878,0.17054172482983493,0.20910101500258046,,
1448363893,0.13859399302999795,0.1281653494257352,,小马出场; 
1448363908,0.08392250797257257,0.1324965364831989,,
1448363923,0.09008704788396202,0.2252160656456439,,
1448363938,0.1556877265651804,0.22375212314344595,,
1448363953,0.17260558277582205,0.14273914634785373,,
1448363968,0.14414301819526912,0.05369398908456717,,Joey's first neigh; 
1448363983,0.12132458531086325,0.05110879982783618,,
1448363998,0.10482772642107216,0.1598735596494821,,第一场结束; Man starts singing; 
1448364013,0.10110963230540894,0.12967058886509486,,
1448364028,0.12175776404687935,0.051265711981562635,,
1448364043,0.1704897181063648,0.012257728369125108,True,开始抓小马; 
1448364058,0.2098183352680649,0.04722185661663318,True,
1448364073,0.1983370388153696,0.04772627731568272,True,拍卖开始; Auction begins; 
1448364088,0.16717902059222944,0.12047456464174144,,
1448364103,0.13894782524137636,0.1533434843908054,,
1448364118,0.13055960492854862,0.1640775635554534,,
1448364133,0.16128356950586553,0.06703184632419251,,
1448364148,0.2476113150828393,0.02134955064261533,True,
1448364163,0.2731659338306053,0.021235992944448844,True,
1448364178,0.21129311444208929,0.03181085216308428,True,
1448364193,0.16513539382160328,0.07555395930860187,,
1448364208,0.13065541617555226,0.1385998147900587,,
1448364223,0.10347461860448116,0.2119270691494569,,
1448364238,0.08224582827561322,0.2203863212344396,,
1448364253,0.08581092892346946,0.2173103220863786,,
1448364268,0.08623413853305473,0.21563159240548108,,
1448364283,0.06871346643959775,0.21212582945270164,,
1448364298,0.07354325268781096,0.20582831534327947,,
1448364313,0.10621698177500692,0.07370126483216957,,
1448364328,0.1449312385428512,0.08449444827973962,,
1448364343,0.16578102911602174,0.05032992083571528,,
1448364358,0.17730802519602415,0.050879639101121685,,
1448364373,0.17314638923816195,0.06452223779647756,,
1448364388,0.18953984669150656,0.14108433871536735,,
1448364403,0.24705667570549056,0.10300831649632287,,第二场结束; 2. Auction ends. Ted bought Joey; 
1448364418,0.2788510570036032,0.01935318122427517,True,
1448364433,0.2991256140023854,0.00514809293929575,True,
1448364448,0.32521661721446826,0.008241280841922856,True,
1448364463,0.27721924361588085,0.008635037836723945,True,
1448364478,0.19370169055907616,0.024331688576831958,True,
1448364493,0.20204198993037034,0.034534927477177096,True,
1448364508,0.2064091218973901,0.054986134030521897,,
1448364523,0.2012120657949916,0.04064515934935052,True,
1448364538,0.20347390746263871,0.02888494559790575,True,第三场结束; 3. End of scene 3. Rose leaves to scold Ted; 
1448364553,0.13449026247938126,0.08169633466475353,,
