,0,p_value
1448452975,0.26436333,0.346534281
1448452990,0.136035218,0.213489475
1448453005,0.117820242,0.570994616
1448453020,0.127251956,0.349735399
1448453035,0.139678437,0.276664633
1448453050,0.190326744,0.288918289
1448453065,0.159151751,0.904992248
1448453080,0.133160693,0.340114559
1448453095,0.254610905,0.421072116
1448453110,0.404058407,0.356022376
1448453125,0.4406395,0.216061328
1448453140,0.346306804,0.054609121
1448453155,0.262197119,0.038461693
1448453170,0.203465546,0.154863199
1448453185,0.147628124,0.310452273
1448453200,0.093640346,0.30110832
1448453215,0.128216509,0.580778269
1448453230,0.17955017,0.555989228
1448453245,0.215185267,0.209207683
1448453260,0.252380382,0.572695861
1448453275,0.132775908,0.738801747
1448453290,0.040574254,0.561562018
1448453305,0.082282051,0.550652797
1448453320,0.155668002,0.327390178
1448453335,0.187454201,0.501994897
1448453350,0.127033878,0.438913957
1448453365,0.055228732,0.66114627
1448453380,0.066105177,0.852241359
1448453395,0.109443039,0.945166044
1448453410,0.220398071,0.137827988
1448453425,0.377353374,0.01297993
1448453440,0.394294679,0.024409083
1448453455,0.254837512,0.062647488
1448453470,0.09244542,0.490893722
1448453485,0.047851105,0.728720442
1448453500,0.113757789,0.758351324
1448453515,0.136911607,0.295442232
1448453530,0.118836583,0.501498123
1448453545,0.073094895,0.787004735
1448453560,0.036846638,0.731621742
1448453575,0.043362045,0.935175767
1448453590,0.035313365,0.730091031
1448453605,0.093835438,0.748941885
1448453620,0.191617627,0.251632377
1448453635,0.268306497,0.110303082
1448453650,0.325398018,0.251128537
1448453665,0.266354091,0.295874549
1448453680,0.11451625,0.697238144
1448453695,0.047941591,0.892904044
1448453710,0.105061671,0.850729887
1448453725,0.191335913,0.718533204
1448453740,0.258338156,0.742432793
1448453755,0.240064839,0.501670603
1448453770,0.181482846,0.60476834
1448453785,0.177628848,0.141961912
1448453800,0.341991862,0.023967736
1448453815,0.502394108,0.090914566
1448453830,0.352307198,0.187877851
1448453845,0.189542576,0.197808456
1448453860,0.185393752,0.298658802
1448453875,0.142243735,0.306326006
1448453890,0.122555228,0.170752495
1448453905,0.237640204,0.245487722
1448453920,0.292354993,0.219778055
1448453935,0.235973731,0.240546686
1448453950,0.195245627,0.185724187
1448453965,0.181942635,0.217820118
1448453980,0.129044346,0.217303097
1448453995,0.040035074,0.5790726
1448454010,0.025252718,0.912565489
1448454025,0.150597896,0.103639638
1448454040,0.294074375,0.136059119
1448454055,0.236874342,0.123365372
1448454070,0.142324263,0.41310575
1448454085,0.098162338,0.827683692
1448454100,0.032158244,0.793026707
1448454115,0.039111136,0.885381242
1448454130,0.109838897,0.339926543
1448454145,0.118374812,0.8219445
1448454160,0.058849282,0.86907704
1448454175,0.064962949,0.937534561
1448454190,0.150991338,0.562140702
1448454205,0.131122477,0.448373668
1448454220,0.029125563,0.747779557
1448454235,0.00089224,0.369708469
1448454250,0.004097564,0.689247638
1448454265,0.096927785,0.771487689
1448454280,0.217353745,0.460143339
1448454295,0.192064898,0.078350844
