,0,p_value
1448369372,0.107071787,0.028908389
1448369387,0.142572226,0.001269499
1448369402,0.163952176,0.00452234
1448369417,0.076172156,0.056164323
1448369432,0.09205013,0.344109676
1448369447,0.156297309,0.348715098
1448369462,0.11368562,0.197346051
1448369477,0.071570003,0.219977036
1448369492,0.064861881,0.318452983
1448369507,0.067167902,0.276118691
1448369522,0.10227476,0.204462415
1448369537,0.085013395,0.269603418
1448369552,0.052141235,0.351531301
1448369567,0.055332991,0.394909747
1448369582,0.052855646,0.287401716
1448369597,0.096556953,0.185381714
1448369612,0.142978189,0.075973693
1448369627,0.160658675,0.058057002
1448369642,0.187697639,0.14613761
1448369657,0.184512984,0.023340883
1448369672,0.363538721,0.01081643
1448369687,0.471639789,0.004296016
1448369702,0.266669728,0.044594813
1448369717,0.114803761,0.132481086
1448369732,0.069776826,0.226233436
1448369747,0.050153343,0.320375298
1448369762,0.056484316,0.41274021
1448369777,0.053766885,0.424182783
1448369792,0.035209217,0.359724119
1448369807,0.021727238,0.354665301
1448369822,0.028992462,0.391390108
1448369837,0.044882162,0.407235858
1448369852,0.067445783,0.382992956
1448369867,0.06986681,0.341390041
1448369882,0.042408569,0.3476335
1448369897,0.04152143,0.391974065
1448369912,0.055103437,0.369003031
1448369927,0.064534206,0.421950733
1448369942,0.048007013,0.307630291
1448369957,0.037297082,0.19747282
1448369972,0.066894838,0.327139926
1448369987,0.072626705,0.25392935
1448370002,0.051999203,0.399040977
1448370017,0.031704333,0.262225081
1448370032,0.046844851,0.164047142
1448370047,0.089149054,0.169243244
1448370062,0.110805615,0.137973538
1448370077,0.114284894,0.091610473
1448370092,0.106539281,0.10204382
1448370107,0.108285104,0.128713138
1448370122,0.147615445,0.020338715
1448370137,0.249974935,0.016453674
1448370152,0.23602644,0.021636143
1448370167,0.1363439,0.011851187
1448370182,0.147566683,0.068550794
1448370197,0.161734538,0.12621481
1448370212,0.115910968,0.136123212
1448370227,0.068342633,0.094668766
1448370242,0.056575795,0.097209453
1448370257,0.083908498,0.295993975
1448370272,0.113240641,0.249440063
1448370287,0.118302136,0.069823053
1448370302,0.147417507,0.043419032
1448370317,0.247176685,0.006716585
1448370332,0.298099054,8.25E-05
1448370347,0.228977539,0.000489157
1448370362,0.151881114,0.024406981
1448370377,0.088253646,0.351979968
1448370392,0.031706711,0.397076113
1448370407,0.012579417,0.390471277
1448370422,0.008371571,0.395513776
1448370437,0.01161494,0.398690899
1448370452,0.107088455,0.18855393
1448370467,0.22983853,0.038267325
1448370482,0.194957706,0.007272808
1448370497,0.067739164,0.027396242
1448370512,0.00761576,0.338412119
1448370527,0.021496243,0.312857268
1448370542,0.09664505,0.054793012
1448370557,0.171822873,0.013552991
1448370572,0.126302907,0.018475751
1448370587,0.038678247,0.163163523
1448370602,0.01752055,0.358987377
1448370617,0.041129039,0.356020339
1448370632,0.118159748,0.057174219
1448370647,0.186126634,0.015632121
1448370662,0.275651345,0.050358139
1448370677,0.271493054,0.035739489
1448370692,0.125598657,0.051664515
1448370707,0.048429765,0.364320279
1448370722,0.023649911,0.411157487
1448370737,0.013750656,0.410990106
1448370752,0.022512837,0.424974022
1448370767,0.067457638,0.339534446
1448370782,0.138104883,0.087688304
1448370797,0.18130548,0.02634713
1448370812,0.222720127,0.012326102
1448370827,0.227637297,0.034990441
1448370842,0.129822391,0.267453556
1448370857,0.05574858,0.255908777
1448370872,0.040400134,0.263094734
1448370887,0.065566845,0.158170505
1448370902,0.107570732,0.105573734
1448370917,0.129702188,0.007214613
1448370932,0.195392968,0.001977174
1448370947,0.253829535,0.005404493
1448370962,0.180456496,0.026022149
1448370977,0.072710302,0.222327465
1448370992,0.046799708,0.159544513
1448371007,0.088005006,0.132550128
1448371022,0.155801829,0.180166773
1448371037,0.130076983,0.024171944
1448371052,0.069882146,0.056130403
1448371067,0.049670886,0.183439105
1448371082,0.057476148,0.201502877
1448371097,0.085683569,0.094619528
1448371112,0.080952707,0.101334222
1448371127,0.081468774,0.045978461
1448371142,0.101687823,0.016680654
1448371157,0.165957557,0.007128354
1448371172,0.195954638,0.002360868
1448371187,0.108353139,0.004405712
1448371202,0.070052109,0.028081826
1448371217,0.104098856,0.258430603
1448371232,0.101512165,0.125529727
1448371247,0.092275368,0.131883162
1448371262,0.091722219,0.286117047
1448371277,0.094656641,0.176744028
1448371292,0.109789053,0.039690864
1448371307,0.072029823,0.053448635
1448371322,0.043480498,0.255964986
1448371337,0.121213712,0.147798224
1448371352,0.199064825,0.160111897
1448371367,0.134420224,0.305908578
1448371382,0.047675818,0.2855997
1448371397,0.061915076,0.384690063
1448371412,0.090311467,0.268962348
1448371427,0.113227712,0.098146112
1448371442,0.128275291,0.048660231
1448371457,0.112179092,0.035201397
1448371472,0.08133121,0.10297588
1448371487,0.04657834,0.263948275
1448371502,0.051459752,0.329830666
1448371517,0.076059495,0.172660111
1448371532,0.065573425,0.256563756
1448371547,0.055194454,0.343677411
1448371562,0.060746588,0.289865395
1448371577,0.077264277,0.252238327
1448371592,0.089815157,0.27993212
1448371607,0.068890295,0.327098496
1448371622,0.03879501,0.232797106
1448371637,0.038488895,0.2415579
1448371652,0.107751699,0.378250599
1448371667,0.152380362,0.309322364
1448371682,0.152861459,0.183568628
1448371697,0.188394023,0.161968292
1448371712,0.195891497,0.224906364
1448371727,0.167446353,0.152787936
1448371742,0.122212602,0.188697849
1448371757,0.06794337,0.355145205
1448371772,0.052793966,0.279503343
1448371787,0.075144775,0.284336347
1448371802,0.078732516,0.246387833
1448371817,0.061648433,0.215403694
1448371832,0.046462181,0.336204674
1448371847,0.025014073,0.402205795
1448371862,0.010099202,0.274500041
1448371877,0.012371169,0.394774035
1448371892,0.045235153,0.389922588
1448371907,0.095540792,0.313551068
1448371922,0.128510688,0.337868183
1448371937,0.128451078,0.174753624
1448371952,0.072270198,0.131328419
1448371967,0.076668655,0.168253871
1448371982,0.160246932,0.204220243
1448371997,0.15626736,0.090161979
1448372012,0.088594483,0.080201616
1448372027,0.052872675,0.092279213
1448372042,0.078522497,0.14910631
1448372057,0.099507327,0.148159544
1448372072,0.094424822,0.196585549
1448372087,0.090198021,0.16142747
1448372102,0.094180924,0.05903343
1448372117,0.123554788,0.061706298
1448372132,0.084732232,0.34218149
1448372147,0.019485384,0.395254766
1448372162,0.011034424,0.404935616
1448372177,0.02775679,0.397263163
1448372192,0.054906579,0.330692215
1448372207,0.101834599,0.045362111
1448372222,0.212966349,0.010370749
1448372237,0.315489027,0.004017553
1448372252,0.347741342,0.000794354
1448372267,0.364048118,0.000757186
1448372282,0.268111193,0.018840394
1448372297,0.118577443,0.090091836
1448372312,0.103280665,0.10043649
1448372327,0.154962341,0.059680504
1448372342,0.135247296,0.193008415
1448372357,0.06805691,0.266101734
1448372372,0.040840299,0.197256798
1448372387,0.067417803,0.175989658
1448372402,0.164258601,0.069625255
1448372417,0.256049129,0.02219366
1448372432,0.230835921,0.010201467
1448372447,0.142332256,0.025834271
1448372462,0.074976163,0.136100012
1448372477,0.074532644,0.34217773
1448372492,0.091064897,0.145319376
1448372507,0.115042219,0.009193149
1448372522,0.124612158,0.022085102
1448372537,0.063455416,0.182719513
1448372552,0.048364706,0.1851361
1448372567,0.112462694,0.235833057
1448372582,0.122503417,0.127685255
1448372597,0.086685752,0.043094686
1448372612,0.134336595,0.03183997
1448372627,0.225066453,0.087436482
1448372642,0.190151305,0.137521023
1448372657,0.063844568,0.332227593
1448372672,0.012817699,0.393476802
1448372687,0.020153325,0.398545465
1448372702,0.039230017,0.211990863
1448372717,0.063207762,0.191355266
1448372732,0.050049092,0.288234774
1448372747,0.036261838,0.34585269
1448372762,0.047858402,0.165809453
1448372777,0.043800722,0.157213521
1448372792,0.037050495,0.279380007
1448372807,0.03906338,0.313068625
1448372822,0.056552963,0.243579332
1448372837,0.087055872,0.208187348
1448372852,0.085328651,0.301798317
1448372867,0.054652579,0.298702501
1448372882,0.064541973,0.215648963
1448372897,0.124652982,0.218115465
1448372912,0.156639314,0.016405728
1448372927,0.140325952,0.016160978
1448372942,0.108483058,0.120063648
1448372957,0.102087644,0.254382929
1448372972,0.097238566,0.100449561
1448372987,0.128146862,0.013617198
1448373002,0.288477076,0.006273658
1448373017,0.391545808,0.00401296
1448373032,0.328419482,0.001506989
1448373047,0.202719646,0.003885852
1448373062,0.101803051,0.031643039
1448373077,0.081114392,0.063692078
1448373092,0.100835178,0.22103462
1448373107,0.091777436,0.324947801
1448373122,0.109085386,0.274792396
1448373137,0.16643756,0.294761558
1448373152,0.175523148,0.097214801
1448373167,0.14486316,0.076533424
1448373182,0.079870195,0.236254929
1448373197,0.032469842,0.267779087
1448373212,0.043577956,0.263409852
1448373227,0.064981966,0.151320678
1448373242,0.068008279,0.069497822
1448373257,0.059552273,0.189336124
1448373272,0.098844514,0.076304449
1448373287,0.22530642,0.003977783
1448373302,0.253463633,0.001136871
1448373317,0.21289081,0.002005732
1448373332,0.238015693,0.007190831
1448373347,0.1974121,0.004938127
1448373362,0.164844825,0.004304382
1448373377,0.194403491,0.030080511
1448373392,0.157420653,0.053905651
1448373407,0.087277596,0.056041568
1448373422,0.085491226,0.115087625
1448373437,0.075001432,0.133469494
1448373452,0.059080968,0.139051945
1448373467,0.120837033,0.056531907
1448373482,0.276861403,0.007400815
1448373497,0.427114403,0.001045996
1448373512,0.535591305,0.000117901
1448373527,0.64587989,2.46E-06
1448373542,0.615272279,5.96E-05
1448373557,0.6092062,0.000117281
1448373572,0.531931063,0.003100181
1448373587,0.285153641,0.00343417
1448373602,0.14741959,0.008392008
1448373617,0.226183275,0.007501207
1448373632,0.381169095,0.0029833
1448373647,0.434754982,0.032730334
1448373662,0.312868803,0.079181557
1448373677,0.138625574,0.257794755
1448373692,0,0.054992514
